# format: STATE|ID|NAME|REMOTE|DESCRIPTION|INSTALLED_VER|AVAILABLE_VER|UPDATE
# STATE: I = installed, A = available
# UPDATE: 1 = update available, 0 = no
A|ch.threema.threema-web-desktop|Threema|flathub|Threema for desktop is a desktop client for Threema, a privacy-focused end-to-end encrypted mobile messenger hosted and developed in Switzerland. UNOFFICIAL PACKAGE.||1.2.48|0
A|ch.tigerjython.TigerJython2|TigerJython|flathub|Python IDE for schools||2.40|0
A|ch.tlaun.TL|Legacy Launcher|flathub|Play Minecraft in your own world!||1.39.1|0
A|ch.x29a.playitslowly|Play it Slowly|flathub|Play music at a different speed||1.5.1|0
A|chat.delta.desktop|Delta Chat|flathub|Decentralized private messenger with chat-shared tools and games||v2.35.0|0
A|chat.iamb.iamb|iamb|flathub|A terminal Matrix client for Vim addicts||0.0.10|0
A|chat.quadrix.Quadrix|Quadrix|flathub|Minimal, simple, multi-platform chat client for the Matrix protocol||1.7.2|0
A|chat.revolt.RevoltDesktop|Revolt|flathub|Open source user-first messaging platform||1.0.8|0
A|chat.rocket.RocketChat|Rocket.Chat|flathub|Open Source Team Communication||4.10.1|0
A|chat.simplex.simplex|SimpleX Chat|flathub|A private & encrypted open-source messenger without any user IDs (not even random)!||6.4.8|0
A|chat.tandem.Client|Tandem|flathub|Virtual office for remote teams||2.2.1622|0
A|ci.not.Rune|Rune|flathub|The player that blends classic design with modern technology||2.0.0-alpha.8|0
A|club.haroohie.SerialLoops|Serial Loops|flathub|Editor for Suzumiya Haruhi no Chokuretsu||v0.3.3|0
A|club.zbridge.zbridge|Zbridge|flathub|Contract bridge card game||1.1.5|0
A|cn.apipost.apipost|Apipost|flathub|Apipost = Postman + Swagger + Mock + Jmeter, Backend, frontend, testing, and online collaboration with real-time content synchronization||8.2.6|0
A|cn.feishu.Feishu|Feishu|flathub|A collaboration platform||7.54.11|0
A|cn.lceda.LCEDAPro|LCEDA Pro|flathub|An Easier and Powerful Online PCB Design Tool||3.2.58|0
A|cn.ottercorp.xivlaunchercn|XIVLauncherCN|flathub|Launcher & seamless Linux integration for Final Fantasy XIV Online (China version)||1.1.2.5|0
A|cn.toside.lxmusic.lx-music-desktop|LX Music Desktop|flathub|LX Music Desktop||2.12.0|0
A|cn.wps.wps_365|WPS 365|flathub|WPS 365 Suite||12.1.2.23578|0
A|cn.xfangfang.wiliwili|wiliwili|flathub|Watch videos from Bilibili||1.5.3|0
A|co.logonoff.awakeonlan|Awake on LAN|flathub|Remotely wake up computers||0.5.1|0
A|co.luoja.Telyn|Telyn|flathub|Visual editor for parametric sewing patterns||1.0.6|0
A|codes.loers.Karlender|Events|flathub|Manage your schedule||0.10.11|0
A|codes.merritt.FeelingFinder|Feeling Finder|flathub|A fast and beautiful emoji picker||1.8.1|0
A|codes.merritt.Nyrna|Nyrna|flathub|Suspend games and applications||2.25.0|0
A|codes.merritt.adventurelist|Adventure List|flathub|Todo list that syncs||0.15.0|0
A|codes.merritt.bargain|Unit Bargain Hunter|flathub|Easily compare items when shopping||1.17.0|0
A|codes.nora.gDiceRoller|Dice Roller|flathub|Roll dice of many different shapes and sizes in all possible combinations.||1.1.3|0
A|com.VK.Messenger|VK Messenger|flathub|Lightweight and fast in all conditions||6.0.55|0
A|com.abagames.noiz2sa|noiz2sa|flathub|A frenetic abstract shooter||0.51a|0
A|com.abagames.rRootage|rRootage|flathub|Defeat autocreated huge battleships.||0.23|0
A|com.abisource.AbiWord|AbiWord|flathub|A word processor||3.0.7|0
A|com.actualbudget.actual|Actual Budget|flathub|Your Finances - made simple||25.10.0|0
A|com.adamcake.Bolt|Bolt Launcher|flathub|Third-party Jagex launcher||0.20.0|0
A|com.adilhanney.no_more_background|NoMoreBackground|flathub|Reduce Android's background apps||1.0.2|0
A|com.adilhanney.ricochlime|Ricochlime|flathub|Satisfying monster shooter||1.11.13|0
A|com.adilhanney.saber|Saber|flathub|The notes app built for handwriting||1.29.1|0
A|com.adilhanney.super_nonogram|Super Nonogram|flathub|Solve unlimited procedurally-generated nonogram puzzles!||0.11.1|0
A|com.adilhanney.timing|Timing Trainer|flathub|Learn to identify sub-second timing intervals||1.0.17|0
A|com.adobe.Flash-Player-Projector|Adobe Flash Player|flathub|Player for content created using Adobe Flash||32.0.0.465|0
A|com.adobe.Reader|Adobe Reader|flathub|PDF viewer||9.5.5|0
A|com.adrienplazas.Metronome|Metrónomo|flathub|Mantener el ritmo||1.3.0|0
A|com.agatanawrot.karambola|Karambola|flathub|Help Karambola rescue his emotional fruit people friends from the power of dark thoughts||1.8.0|0
A|com.agateau.PixelWheels|Pixel Wheels|flathub|Pixel Wheels is a retro top-down race game||0.26.0|0
A|com.agateau.nanonote|Nanonote|flathub|A minimalist note taking application.||1.4.0|0
A|com.airtame.Client|Airtame|flathub|Interact wirelessly with your shared screens in seconds||4.14.0|0
A|com.albiononline.AlbionOnline|Albion Online|flathub|MMORPG open medieval fantasy game||1.0.34.184|0
A|com.alientrap.nexuiz-classic|Nexuiz Classic|flathub|A multiplayer first-person shooter||2.5.2|0
A|com.almaarijstudios.pxjr|Pixel Junior|flathub|The interactive application to master computer science||6.1.4|0
A|com.almaarijstudios.pxjrprof|Pixel Junior Prof|flathub|Management tool for teachers||6.1.4|0
A|com.alpineclient.AlpineClient|Alpine Client|flathub|Elevate your Minecraft gameplay||1.8.5|0
A|com.ampl.ide|AMPL IDE|flathub|A simple and straightforward enhanced modeling interface for AMPL users||4.0.0.202308171623|0
A|com.anydesk.Anydesk|AnyDesk|flathub|Conéctese a un ordenador de forma remota||7.1.1|0
A|com.apifox.Apifox|Apifox|flathub|Apifox = Postman + Swagger + Mock + JMeter||2.7.46|0
A|com.artemchep.keyguard|keyguard|flathub|stable|||0
A|com.arviceblot.eso-addon-manager|ESO AddOn Manager|flathub|Manage addons for The Elder Scrolls Online||0.4.14|0
A|com.atlauncher.ATLauncher|ATLauncher|flathub|A launcher for Minecraft which integrates multiple different modpacks to allow you to download and install modpacks easily and quickly||3.4.40.2|0
A|com.authormore.penpotdesktop|Penpot Desktop|flathub|Design and code beautiful products together||v0.22.0|0
A|com.axosoft.GitKraken|GitKraken|flathub|For repo management, in-app code editing & issue tracking||11.7.0|0
A|com.bambulab.BambuStudio|Bambu Studio|flathub|Get perfect 3D prints!||2.4.0 Public Release|0
A|com.basemark.BasemarkGPU|Basemark GPU|flathub|GPU performance evaluation tool||1.2.3|0
A|com.beavernotes.beavernotes|Beaver Notes|flathub|Private note taking app||4.2.0|0
A|com.behringer.XAirEdit|X Air Edit|flathub|Behringer XR mixers user interface||1.8.1|0
A|com.belmoussaoui.Authenticator|Authenticador|flathub|Generar códigos de autenticación de doble factor||4.6.2|0
A|com.belmoussaoui.Decoder|Decodificador|flathub|Escanear y generar códigos QR||0.8.1|0
A|com.belmoussaoui.Obfuscate|Ofuscador|flathub|Censor de información privada||0.0.10|0
A|com.belmoussaoui.ReadItLater|Leer más tarde|flathub|Guardar y leer articulos web||0.6.2|0
A|com.belmoussaoui.ashpd.demo|ASHPD Demo|flathub|Play with portals||0.5.0|0
A|com.belmoussaoui.snowglobe|Snowglobe|flathub|Virtualization viewer using QEMU over DBus||0.1.0|0
A|com.bespokesynth.BespokeSynth|BespokeSynth|flathub|A modular DAW for Linux||1.3.0|0
A|com.bestaticpy.bestatic|Bestatic|flathub|A simple but powerful static-site generator||0.0.30|0
A|com.biglybt.BiglyBT|BiglyBT|flathub|Feature filled, open source, ad-free, bittorrent client||v4.0.0.0|0
A|com.bilingify.readest|Readest|flathub|Modern, feature-rich ebook reader||0.9.96|0
A|com.binarynonsense.acbr|ACBR|flathub|Comic book reader and converter||3.13.0|0
A|com.bishwasaha.Koncentro|Koncentro|flathub|Pomodoro, tasks & website blocking||1.1.0|0
A|com.bitwarden.desktop|Bitwarden|flathub|A secure and free password manager for all of your devices||2025.12.0|0
A|com.bitwig.BitwigStudio|Bitwig Studio|flathub|Modern music production and performance||5.3.13|0
A|com.bixense.PasswordCalculator|Password Calculator|flathub|Calculate strong passwords for each alias from your single secret||1.1|0
A|com.bjareholt.johan.SimpleDiary|Simple Diary|flathub|Simple and lightweight diary app||v0.6.0|0
A|com.bktus.gpgfrontend|Gpg Frontend|flathub|Encrypt and sign data||2.1.10|0
A|com.bladecoder.adventure-editor|adventure-editor|flathub|Classic point and click adventure game engine and editor||4.3.1|0
A|com.blitterstudio.amiberry|Amiberry|flathub|A multi-platform Amiga emulator||v7.1.1|0
A|com.blitzfc.qbz|qbz|flathub|stable|||0
A|com.blockstream.Green|Blockstream Green|flathub|A simple and secure Bitcoin and Liquid Network wallet||2.0.28|0
A|com.blunix.currency_converter|Currency Converter|flathub|An app for converting currencies||1.0.1|0
A|com.borgbase.Vorta|Vorta|flathub|Backup client||v0.11.1|0
A|com.boxy_svg.BoxySVG|Boxy SVG|flathub|Editor de gráficos vectoriales||4.95.0|0
A|com.brainscanmedia.SafeScript|SafeScript|flathub|stable|||0
A|com.brave.Browser|Brave|flathub|Fast Internet, AI, Adblock||1.85.118|0
A|com.budgetwithbuckets.Buckets|Buckets|flathub|Quick, simple and private family budgeting app||0.80.0|0
A|com.calibre_ebook.calibre|calibre|flathub|La solución integral a todas sus necesidades con los libros electrónicos||8.16.2|0
A|com.carpeludum.KegaFusion|Kega Fusion|flathub|An emulator for Sega 8 and 16-bit consoles||3.63x|0
A|com.cassidyjames.butler|Butler|flathub|Companion for Home Assistant||1.4.0|0
A|com.cassidyjames.clairvoyant|Clairvoyant|flathub|Ask questions, get psychic answers||3.1.12|0
A|com.cassidyjames.dippi|dippi|flathub|stable|||0
A|com.cassidyjames.plausible|Tally|flathub|Dashboard for Plausible Analytics||3.2.1|0
A|com.cburch.Logisim|Logisim|flathub|Logisim a graphical tool for desigining and simulating logic circuits||2.7.1|0
A|com.cerebralnomad.recipescribe|Recipe Scribe|flathub|A program for writing recipes||2.0.2|0
A|com.chatterino.chatterino|Chatterino|flathub|Chat client for twitch.tv||2.5.4|0
A|com.cherry_ai.CherryStudio|Cherry Studio|flathub|A powerful AI assistant for producer||1.7.4|0
A|com.chez.GrafX2|GrafX2|flathub|A bitmap paint program specialized in 256 color drawing||2.7|0
A|com.chowdsp.BYOD|BYOD|flathub|BYOD: Bring Your Own Distortion, Standalone||1.3.0|0
A|com.chroniclogic.Zatikon|Zatikon|flathub|Chess-like, fantasy game of conquering the enemy's castle||1.1.10|0
A|com.cinecred.cinecred|Cinecred|flathub|Crea hermosos créditos de película sin complicaciones||1.8.1|0
A|com.claudiocambra.brickbuster|BrickBuster|flathub|A brick-breaker game, fun and addictive!||1.0|0
A|com.cloudchewie.cloudotp|CloudOTP|flathub|Two-Factor Authenticator||3.1.2|0
A|com.coeck_studios.Dinonuggys-Journey|Dinonuggy's Journey|flathub|A pixel art 2d platformer game.||0.70.3|0
A|com.collaboraoffice.Office|Collabora Office|flathub|The Collabora Office productivity suite||25.04.7.3-2|0
A|com.connorcode.mslicer|mslicer|flathub|Masked stereolithography slicer||0.4.0|0
A|com.core447.StreamController|StreamController|flathub|Control your Elgato Stream Decks with plugin support||1.5.0-beta.12|0
A|com.corsixth.corsixth|CorsixTH|flathub|Open source clone of Theme Hospital||0.69.1|0
A|com.cuperino.qprompt|QPrompt|flathub|Personal teleprompter software for all video creators||1.1.6|0
A|com.cyberbotics.webots|Webots|flathub|Webots Robot Simulator||R2025a|0
A|com.daidouji.oneko|oneko|flathub|Kitty that follows your mouse pointer toy on desktop||1.2.0|0
A|com.daniel15.wcc|WebCamControl|flathub|Control webcam pan/tilt/zoom settings and more||1.1.1|0
A|com.darhon.syncbackup|syncBackup|flathub|Backup and mirror your drives||2.1.4|0
A|com.dec05eba.gpu_screen_recorder|GPU Screen Recorder|flathub|A shadowplay-like screen recorder for Linux. The fastest screen recorder for Linux||5.11.1|0
A|com.devolutions.remotedesktopmanager|Remote Desktop Manager|flathub|Centralize, Manage and Secure Remote Connections||2025.3.1.1|0
A|com.diffingo.fwbackups|fwbackups|flathub|A feature-rich, user-friendly backup program||1.43.8-rc4|0
A|com.discordapp.Discord|Discord|flathub|Talk, play, hang out||0.0.119|0
A|com.diy_fever.DIYLayoutCreator|DIY Layout Creator|flathub|Circuit layout design tool supporting PCB, vero-board, point-to-point, perf-board and guitar wiring diagrams||4.39.0|0
A|com.djoffe.gnukem|Dave Gnukem|flathub|Retro-style 2D scrolling platform shooter||1.0.3|0
A|com.donhopkins.Micropolis|Micropolis|flathub|City building game||4.0|0
A|com.dosbox.DOSBox|DOSBox|flathub|stable|||0
A|com.dosbox_x.DOSBox-X|DOSBox-X|flathub|x86/DOS emulator with sound and graphics||2025.12.01|0
A|com.doycho.euterpe.gtk|Euterpe|flathub|Audio player for the Euterpe media server||0.8.1|0
A|com.dreamsourcelab.DSView|DSView|flathub|An open source multi-function instrument for everyone||1.3.2|0
A|com.dropbox.Client|Dropbox|flathub|Accede a tus documentos desde cualquier computadora||235.4.5905|0
A|com.dz4k.FruitCredits|Fruit Credits|flathub|Keep plaintext accounts||0.1.1|0
A|com.easyeda.EasyEDAPro|EasyEDA Pro|flathub|Online PCB design tool||2.2.36.7|0
A|com.eduke32.EDuke32|EDuke32|flathub|EDuke32 is an awesome, free homebrew game engine||20251111-10652-39967d866|0
A|com.ekonomikas.merkato|Merkato|flathub|A modern financial market tracker for GNOME||0.2.2.u20251211|0
A|com.empesol.timetracker|Lynx Time Tracker|flathub|Track work time and tasks||1.0.30|0
A|com.emqx.MQTTX|MQTT X|flathub|Your All-in-One MQTT Client Toolbox||1.11.0|0
A|com.endlessnetwork.MidnightmareTeddy|Midnightmare Teddy|flathub|Shoot and survive||1.0|0
A|com.endlessnetwork.aqueducts|Aqueducts|flathub|Hack your way to saving the day||1.2.2|0
A|com.endlessnetwork.dragonsapprentice|Dragon’s Apprentice|flathub|An RPG-like puzzle-solving dungeon-crawling game, and more!||1.1|0
A|com.endlessnetwork.fablemaker|Fablemaker|flathub|Hack Aesop’s fables||1.2.1|0
A|com.endlessnetwork.frogsquash|Frog Squash|flathub|An addictive crossy roads game with a twist||1.2|0
A|com.endlessnetwork.missilemath|Missile Math|flathub|A plane flying shooter game||1.0|0
A|com.endlessnetwork.passage|The Passage|flathub|Hack your way through this side-scrolling action adventure shooting game||2.0|0
A|com.endlessnetwork.tankwarriors|Tank Warriors|flathub|Program an AI to beat the enemy||1.3|0
A|com.endlessnetwork.whitehouse|White House|flathub|Hack your world with CSS||1.175|0
A|com.enjoyingfoss.Parlera|Parlera|flathub|A party game where your friends describe and you guess; or vice versa||v3.0.5|0
A|com.enjoyingfoss.feeel|Feeel|flathub|A simple home workout/exercise app that respects your privacy||2.4.1|0
A|com.epicgames.ut2004|Unreal Tournament 2004 Launcher|flathub|First-person arena shooter||3369.2|0
A|com.epicgames.ut99|Unreal Tournament Launcher|flathub|First-person arena shooter||469d|0
A|com.esrille.furiganapad|FuriganaPad|flathub|Write Japanese text with Ruby annotations easily||0.7.2|0
A|com.etlegacy.ETLegacy|ET: Legacy|flathub|First-person objective shooter||2.83.2|0
A|com.evepreview.manager|EVE Preview Manager|flathub|Utility for EVE Online multiboxing with real-time previews and hotkeys||1.5.0|0
A|com.exok.Celeste64|Celeste 64|flathub|Celeste 64: Fragments of the Mountain||1.1.1|0
A|com.expidusos.calculator|Calculator|flathub|ExpidusOS Calculator||0.1.1-alpha|0
A|com.expidusos.file_manager|File Manager|flathub|ExpidusOS File Manager||0.2.1|0
A|com.fafarunner.FaFaRunner|FaFa Runner|flathub|Enjoy smooth gameplay, stunning graphics, and endless fun||v2.6.1|0
A|com.fanuriotimetracking.fanurio|fanurio|flathub|stable|||0
A|com.fastmail.Fastmail|Fastmail|flathub|Email made better||1.0.6|0
A|com.feaneron.Boatswain|Boatswain|flathub|Controle sus controladoras Elgato||5.0|0
A|com.felipekinoshita.Kana|Kana|flathub|Learn Japanese characters||1.4|0
A|com.fightcade.Fightcade|Fightcade|flathub|Play arcade games online||2.4.1|0
A|com.flashforge.FlashPrint|FlashPrint|flathub|Slicer for the FlashForge 3D printers||5.8.7|0
A|com.flow_browser.flow|flow|flathub|stable|||0
A|com.fogpanther.FogPanther|FogPanther|flathub|stable|||0
A|com.frac_tion.teleport|Teleport|flathub|Share files over the local network||0.0.1|0
A|com.francescogaglione.chronos|Chronos|flathub|Chronos is a simple and intuitive Pomodoro timer for Linux||0.1.5|0
A|com.francescogaglione.cosmicmoney|Cosmic money|flathub|Simple money manager||0.4.0|0
A|com.freerdp.FreeRDP|FreeRDP Client|flathub|Remote Desktop Protocol Client||3.20.0|0
A|com.frogatto.Frogatto|Frogatto & Friends|flathub|An old-school 2D platform game||1.3.1|0
A|com.gamestarmechanic.gamestarmechanic|Gamestar Mechanic|flathub|Learn to design video games||1.3.2|0
A|com.geekbench.Geekbench6|Geekbench 6|flathub|Cross-platform system benchmark||6.4.0|0
A|com.geeks3d.furmark|FurMark|flathub|OpenGL and Vulkan GPU stress test||2.10.2.0|0
A|com.georgefb.mangareader|Manga Reader|flathub|Manga Reader for local files||2.2.2|0
A|com.georgefb.quickaccess|QuickAccess|flathub|A global menu giving you quick access to folders and custom commands.||3.2.0|0
A|com.gesturedevelop.AirSQLiteManager|AirSQLiteManager|flathub|stable|||0
